t,distance,lead_angle,light_time,az_error,el_error,total_error,pat_state,cmd_az,cmd_el,actual_az,actual_el
0.0,68899.88357368349,0.0,0.00022982509325634792,6.449312404943619e-05,-1.3117458450345384e-05,6.581360623649568e-05,2,0.783237525826762,0.004923830056163556,0.783237525826762,0.004923830056163556
0.05,68899.41615596326,0.0,0.00022982023472807128,6.824639055791337e-05,-6.439849963368362e-06,6.854955500755598e-05,2,0.7832342882439753,0.00493047417265773,0.7832342882439753,0.00493047417265773
0.1,68898.94864067344,0.0,0.00022981496593202396,6.636902700762892e-05,1.0261429237960404e-05,6.715761070753669e-05,2,0.7832254184750977,0.004947141952854667,0.7832254184750977,0.004947141952854667
0.15000000000000002,68898.48102781748,0.0,0.00022981562067103228,-7.475999055372995e-07,4.504046379443481e-06,4.565669655914378e-06,3,0.7831513078867846,0.004941351064011679,0.7831513078867846,0.004941351064011679
0.2,68898.01331739893,0.0,0.00022981767894688192,1.7746101480864418e-05,5.430859546162736e-05,5.7134469970271276e-05,3,0.7831485204589657,0.004947403680760138,0.7831628060706578,0.004991122100106748
0.25,68897.54550942125,0.0,0.0002298148686223114,8.019329115582785e-05,-2.2090685125225433e-05,8.318030004577546e-05,3,0.7831536118567786,0.004932200758096632,0.7830772628506374,0.004483205795556159
0.3,68897.07760388797,0.0,0.00022981236780514458,3.526674592135848e-05,4.661491421492636e-05,5.8452490067974e-05,3,0.7831374515841413,0.00494567527642813,0.7828664514568902,0.006190989101099548
0.35,68896.60960080256,0.0,0.00022980315585419787,7.597431030226254e-05,-3.024134680264766e-05,8.177184651420368e-05,3,0.7831382130393709,0.004930421697003954,0.7845466106304407,0.004430647443383315
0.39999999999999997,68896.14150016855,0.0,0.0002298043917297575,5.785450877870968e-05,-2.4011158857283228e-05,6.263928428466824e-05,3,0.7831272980641526,0.004931754249447889,0.7812759684929413,-0.0015248295062934595
0.44999999999999996,68895.67330198946,0.0,0.0002298001584765521,1.220438201809948e-05,-3.199358591583247e-06,1.2616768042618819e-05,3,0.7831111037182051,0.004935899058347252,0.7784922257388286,0.02363965259754584
0.49999999999999994,68895.20500626873,0.0,0.00022979761730642308,5.591062555654336e-05,-4.252828896603774e-05,7.024708828487346e-05,3,0.7831125605587438,0.0049282123588216984,0.8064415232137616,0.001715970483520594
0.5499999999999999,68894.73661300993,0.0,0.0002298051294629696,1.543445191598547e-05,-1.5015548296687733e-05,2.1533439033211335e-05,3,0.7830973817403186,0.004933756422776158,0.7567792758719513,-0.1081746258551485
0.6,68894.2681222165,0.0,0.00022980433608438332,4.014105671412693e-06,-2.806197746333533e-05,2.834762112583713e-05,3,0.7830880696326666,0.004931253877942404,0.6954344083628862,-0.09310578137062044
0.65,68893.79953389202,0.0,0.0002298000726887371,-2.511321644782516e-05,7.453863103897961e-05,7.865545853607651e-05,3,0.7830753602099729,0.004951367730583478,0.7590718323214691,0.04707871014456016
0.7000000000000001,68893.33084803993,0.0,0.00022980013253629577,-9.110651651322854e-06,-5.321491223476797e-06,1.055093561506715e-05,3,0.7830715951953204,0.0049353887307385285,0.9477543846104497,0.3120807409220316
0.7500000000000001,68892.86206466379,0.0,0.00022979142829871737,9.448743409445903e-05,-5.076533680754142e-05,0.00010726133796917629,3,0.7830848297378703,0.004926520198436154,1.011524530863821,0.45211718796916045
0.8000000000000002,68892.39318376708,0.0,0.00022978012773901225,5.015396951046913e-05,-6.784789679067059e-06,5.0610809405168e-05,3,0.7830686980810779,0.004935316634964655,0.9501467440102631,0.4672430594020258
0.8500000000000002,68891.9242053533,0.0,0.00022980066471092568,6.232943231998522e-05,-3.661990840949248e-05,7.229091108328376e-05,3,0.7830638057758108,0.004929499106929997,0.7638254645274594,0.35729511516204726
0.9000000000000002,68891.45512942597,0.0,0.00022980513633863572,4.690366172199756e-05,-1.4977118580755677e-06,4.692756784387402e-05,3,0.7830534687960348,0.004936497423988387,0.45247658225456777,0.12241212823036997
0.9500000000000003,68890.98595598862,0.0,0.00022978825236164433,1.5714373414521532e-05,-3.373739198233097e-06,1.6072449968462045e-05,3,0.7830401335024375,0.0049361054693885156,0.26611193490724583,-0.23750785693221557
1.0000000000000002,68890.51668504473,0.0,0.00022977868778748282,7.33321103418838e-05,-4.065127527268404e-06,7.344469803196945e-05,3,0.7830442699684413,0.004935953892574425,0.20483609302839756,-0.47242665746274803
1.0500000000000003,68890.04731659786,0.0,0.0002297735206479307,2.6284589003888748e-05,-3.1909127762951364e-05,4.1340924683607435e-05,3,0.7830277070635964,0.004930511006386001,0.26845558433448147,-0.5823726106121814
1.1000000000000003,68889.57785065146,0.0,0.00022978818594428295,2.3973965128876173e-05,-1.2607978573542927e-06,2.400709510202515e-05,3,0.7830201015345208,0.004936613337586607,0.4571198109811858,-0.567260071438463
1.1500000000000004,68889.10828720909,0.0,0.00022978898242035422,4.6117927523070534e-05,5.95471167411446e-07,4.612177170203249e-05,3,0.7830172746460038,0.004936947968267175,0.7708084906572761,-0.4271763243326243
1.2000000000000004,68888.63862627426,0.0,0.0002297780720297954,3.332163023861412e-05,-5.487132594684044e-05,6.419652212482641e-05,3,0.7830075221301136,0.004926095312724756,1.2094622285167638,-0.1621499002999054
1.2500000000000004,68888.16886785046,0.0,0.00022978193976389954,1.8139666035810187e-05,2.9641536795779223e-05,3.475152065027168e-05,3,0.7829973668336961,0.004942816017904281,1.5231135791523684,0.2280165033857347
1.3000000000000005,68887.69901194121,0.0,0.0002297905867295801,9.177791036940608e-05,-1.0142704375610233e-05,9.233666272844042e-05,3,0.7830046058307591,0.004934876216467458,1.7118537484395044,0.5506939304526441
1.3500000000000005,68887.22905855007,0.0,0.00022978545805814977,2.4495694371906573e-05,2.703072042001351e-05,3.647874571838772e-05,3,0.7829839955897899,0.004942142074119205,1.7754529957092635,0.7484483151785397
1.4000000000000006,68886.75900768049,0.0,0.00022976076361795063,6.22496287807639e-05,7.884754915903763e-07,6.225462213316975e-05,3,0.7829842022521435,0.0049368560020608965,1.7141572775723422,0.8211392842277214
1.4500000000000006,68886.28885933604,0.0,0.00022976841965501054,2.0890573358411935e-05,-4.066412692784339e-05,4.571637861912236e-05,3,0.7829687915546805,0.004928735114544579,1.5277824448884623,0.7688150429124402
1.5000000000000007,68885.81861352021,0.0,0.00022977424173260358,3.0326050426410234e-05,3.4518218029423384e-06,3.052186770537551e-05,3,0.7829634910291626,0.004937507350520187,1.2164584051799052,0.5915763701413147
1.5500000000000007,68885.34827023657,0.0,0.00022977655259440706,8.271780844881782e-05,-3.323942809750711e-05,8.914648290776625e-05,3,0.7829665182438368,0.004930301596069616,0.7801773201950938,0.2892568901646085
1.6000000000000008,68884.87782948859,0.0,0.0002297700050578088,2.0307337424974037e-05,-2.184498570837693e-05,2.9826018069647573e-05,3,0.7829468955078075,0.004932656000865982,0.21878143142398665,-0.13801450412680713
1.6500000000000008,68884.40729127981,0.0,0.00022976659854020824,4.202409946296726e-05,3.482874775044206e-05,5.458082635447441e-05,3,0.7829439880772903,0.0049437828882279485,-0.2175303316713486,-0.6902406191341341
1.7000000000000008,68883.93665561374,0.0,0.000229773163977903,2.3186514666595492e-05,-2.593278281158226e-05,3.478683208826214e-05,3,0.7829330624079994,0.00493172652342143,-0.5288826506708489,-1.117584169412499
1.7500000000000009,68883.46592249391,0.0,0.0002297654635978347,4.3841597204052896e-05,-4.396787038094072e-05,6.209073418182155e-05,3,0.7829299304393912,0.00492830561570624,-0.7151954785603869,-1.4198849932548163
1.800000000000001,68882.99509192388,0.0,0.0002297654117571083,6.643644062609422e-05,2.6162221168870257e-05,7.140211803268461e-05,3,0.7829270718913305,0.004942167086362474,-0.7765063682464526,-1.5970976519250093
1.850000000000001,68882.5241639071,0.0,0.00022977324005966633,2.570767399345808e-05,5.861275205172687e-05,6.400264998600552e-05,3,0.7829117507076393,0.004948330385267763,-0.7128805831000257,-1.649347990162832
